"id","code","name","account_type","taxonomy_ids","reconcile","non_trade","name@pt","deprecated"
"chart_4212","4212","Propriedades de Investimento - Terrenos e Recursos Naturais - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_259_s,l10n_pt_apo.pt_taxo_143_m","False","","Propriedades de Investimento - Terrenos e Recursos Naturais - Mercado Intracomunitário"
"chart_4213","4213","Propriedades de Investimento - Terrenos e Recursos Naturais - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_259_s,l10n_pt_apo.pt_taxo_143_m","False","","Propriedades de Investimento - Terrenos e Recursos Naturais - Mercado Extracomunitário"
"chart_422","422","Buildings and other constructions","asset_non_current",,"False","","Edifícios e outras construções","True"
"chart_4221","4221","Propriedades de Investimento - Edifícios e Outras Construções - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_260_s,l10n_pt_apo.pt_taxo_143_m","False","","Propriedades de Investimento - Edifícios e Outras Construções - Mercado Nacional"
"chart_4222","4222","Propriedades de Investimento - Edifícios e Outras Construções - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_260_s,l10n_pt_apo.pt_taxo_143_m","False","","Propriedades de Investimento - Edifícios e Outras Construções - Mercado Intracomunitário"
"chart_4223","4223","Propriedades de Investimento - Edifícios e Outras Construções - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_260_s,l10n_pt_apo.pt_taxo_143_m","False","","Propriedades de Investimento - Edifícios e Outras Construções - Mercado Extracomunitário"
"chart_426","426","Other investment properties","asset_non_current",,"False","","Outras propriedades de investimento","True"
"chart_4261","4261","Propriedades de Investimento - Outras - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_143_m","False","","Propriedades de Investimento - Outras - Mercado Nacional"
"chart_4262","4262","Propriedades de Investimento - Outras - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_143_m","False","","Propriedades de Investimento - Outras - Mercado Intracomunitário"
"chart_4263","4263","Propriedades de Investimento - Outras - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_143_m","False","","Propriedades de Investimento - Outras - Mercado Extracomunitário"
"chart_4281","4281","Land and natural resources","asset_non_current","l10n_pt_apo.pt_taxo_262_s,l10n_pt_apo.pt_taxo_143_m","False","","Terrenos e recursos naturais"
"chart_4282","4282","Buildings and other constructions","asset_non_current","l10n_pt_apo.pt_taxo_263_s,l10n_pt_apo.pt_taxo_143_m","False","","Edifícios e outras construções"
"chart_4286","4286","Propriedades de Investimento - Depreciações Acumuladas - Outras ","asset_non_current","l10n_pt_apo.pt_taxo_264_s,l10n_pt_apo.pt_taxo_143_m","False","","Propriedades de Investimento - Depreciações Acumuladas - Outras "
"chart_4291","4291","Land and natural resources","asset_non_current",,"False","","Terrenos e recursos naturais","True"
"chart_42911","42911","PIA - Propriedades de Investimento - Aceite Fiscalmente - Terrenos e Recursos Naturais","asset_non_current","l10n_pt_apo.pt_taxo_265_s,l10n_pt_apo.pt_taxo_143_m","False","","PIA - Propriedades de Investimento - Aceite Fiscalmente - Terrenos e Recursos Naturais"
"chart_42912","42912","PIA - Propriedades de Investimento - Aceite Fiscalmente - Edifícios e Outras Construções","asset_non_current","l10n_pt_apo.pt_taxo_265_s,l10n_pt_apo.pt_taxo_143_m","False","","PIA - Propriedades de Investimento - Aceite Fiscalmente - Edifícios e Outras Construções"
"chart_42913","42913","PIA - Propriedades de Investimento - Aceite Fiscalmente - Outras ","asset_non_current","l10n_pt_apo.pt_taxo_265_s,l10n_pt_apo.pt_taxo_143_m","False","","PIA - Propriedades de Investimento - Aceite Fiscalmente - Outras "
"chart_4292","4292","Buildings and other constructions","asset_non_current",,"False","","Edifícios e outras construções","True"
"chart_42921","42921","PIA - Propriedades de Investimento - Não Aceite Fiscalmente - Terrenos e Recursos Naturais","asset_non_current","l10n_pt_apo.pt_taxo_266_s,l10n_pt_apo.pt_taxo_143_m","False","","PIA - Propriedades de Investimento - Não Aceite Fiscalmente - Terrenos e Recursos Naturais"
"chart_42922","42922","PIA - Propriedades de Investimento - Não Aceite Fiscalmente - Edifícios e Outras Construções","asset_non_current","l10n_pt_apo.pt_taxo_266_s,l10n_pt_apo.pt_taxo_143_m","False","","PIA - Propriedades de Investimento - Não Aceite Fiscalmente - Edifícios e Outras Construções"
"chart_42923","42923","PIA - Propriedades de Investimento - Não Aceite Fiscalmente - Outras","asset_non_current","l10n_pt_apo.pt_taxo_266_s,l10n_pt_apo.pt_taxo_143_m","False","","PIA - Propriedades de Investimento - Não Aceite Fiscalmente - Outras"
"chart_431","431","Land and natural resources","asset_non_current",,"False","","Terrenos e recursos naturais","True"
"chart_4311","4311","Ativos Fixos Tangíveis - Terrenos e Recursos Naturais - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_268_s,l10n_pt_apo.pt_taxo_144_m","False","","Ativos Fixos Tangíveis - Terrenos e Recursos Naturais - Mercado Nacional"
"chart_4312","4312","Ativos Fixos Tangíveis - Terrenos e Recursos Naturais - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_268_s,l10n_pt_apo.pt_taxo_144_m","False","","Ativos Fixos Tangíveis - Terrenos e Recursos Naturais - Mercado Intracomunitário"
"chart_4313","4313","Ativos Fixos Tangíveis - Terrenos e Recursos Naturais - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_268_s,l10n_pt_apo.pt_taxo_144_m","False","","Ativos Fixos Tangíveis - Terrenos e Recursos Naturais - Mercado Extracomunitário"
"chart_432","432","Buildings and other constructions","asset_non_current",,"False","","Edifícios e outras construções","True"
"chart_4321","4321","Ativos Fixos Tangíveis - Edifícios e Outras Construções - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_269_s,l10n_pt_apo.pt_taxo_145_m","False","","Ativos Fixos Tangíveis - Edifícios e Outras Construções - Mercado Nacional"
"chart_4322","4322","Ativos Fixos Tangíveis - Edifícios e Outras Construções - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_269_s,l10n_pt_apo.pt_taxo_145_m","False","","Ativos Fixos Tangíveis - Edifícios e Outras Construções - Mercado Intracomunitário"
"chart_4323","4323","Ativos Fixos Tangíveis - Edifícios e Outras Construções - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_269_s,l10n_pt_apo.pt_taxo_145_m","False","","Ativos Fixos Tangíveis - Edifícios e Outras Construções - Mercado Extracomunitário"
"chart_433","433","Basic equipment","asset_non_current",,"False","","Equipamento básico","True"
"chart_4331","4331","Ativos Fixos Tangíveis - Equipamento Básico - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_270_s,l10n_pt_apo.pt_taxo_146_m","False","","Ativos Fixos Tangíveis - Equipamento Básico - Mercado Nacional"
"chart_4332","4332","Ativos Fixos Tangíveis - Equipamento Básico - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_270_s,l10n_pt_apo.pt_taxo_146_m","False","","Ativos Fixos Tangíveis - Equipamento Básico - Mercado Intracomunitário"
"chart_4333","4333","Ativos Fixos Tangíveis - Equipamento Básico - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_270_s,l10n_pt_apo.pt_taxo_146_m","False","","Ativos Fixos Tangíveis - Equipamento Básico - Mercado Extracomunitário"
"chart_434","434","Transport equipment","asset_non_current",,"False","","Equipamento de transporte","True"
"chart_4341","4341","Ativos Fixos Tangíveis - Equipamento de Transporte - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_271_s,l10n_pt_apo.pt_taxo_147_m","False","","Ativos Fixos Tangíveis - Equipamento de Transporte - Mercado Nacional"
"chart_4342","4342","Ativos Fixos Tangíveis - Equipamento de Transporte - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_271_s,l10n_pt_apo.pt_taxo_147_m","False","","Ativos Fixos Tangíveis - Equipamento de Transporte - Mercado Intracomunitário"
"chart_4343","4343","Ativos Fixos Tangíveis - Equipamento de Transporte - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_271_s,l10n_pt_apo.pt_taxo_147_m","False","","Ativos Fixos Tangíveis - Equipamento de Transporte - Mercado Extracomunitário"
"chart_435","435","Office equipment","asset_non_current",,"False","","Equipamento administrativo","True"
"chart_4351","4351","Ativos Fixos Tangíveis - Equipamento Administrativo - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_272_s,l10n_pt_apo.pt_taxo_148_m","False","","Ativos Fixos Tangíveis - Equipamento Administrativo - Mercado Nacional"
"chart_4352","4352","Ativos Fixos Tangíveis - Equipamento Administrativo - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_272_s,l10n_pt_apo.pt_taxo_148_m","False","","Ativos Fixos Tangíveis - Equipamento Administrativo - Mercado Intracomunitário"
"chart_4353","4353","Ativos Fixos Tangíveis - Equipamento Administrativo - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_272_s,l10n_pt_apo.pt_taxo_148_m","False","","Ativos Fixos Tangíveis - Equipamento Administrativo - Mercado Extracomunitário"
"chart_436","436","Biological equipment","asset_non_current",,"False","","Equipamentos biológicos","True"
"chart_4361","4361","Ativos Fixos Tangíveis - Equipamentos Biológicos - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_273_s,l10n_pt_apo.pt_taxo_149_m","False","","Ativos Fixos Tangíveis - Equipamentos Biológicos - Mercado Nacional"
"chart_4362","4362","Ativos Fixos Tangíveis - Equipamentos Biológicos - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_273_s,l10n_pt_apo.pt_taxo_149_m","False","","Ativos Fixos Tangíveis - Equipamentos Biológicos - Mercado Intracomunitário"
"chart_4363","4363","Ativos Fixos Tangíveis - Equipamentos Biológicos - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_273_s,l10n_pt_apo.pt_taxo_149_m","False","","Ativos Fixos Tangíveis - Equipamentos Biológicos - Mercado Extracomunitário"
"chart_437","437","Other tangible fixed assets","asset_non_current",,"False","","Outros ativos fixos tangíveis","True"
"chart_4371","4371","Ativos Fixos Tangíveis - Outros - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_274_s,l10n_pt_apo.pt_taxo_150_m","False","","Ativos Fixos Tangíveis - Outros - Mercado Nacional"
"chart_4372","4372","Ativos Fixos Tangíveis - Outros - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_274_s,l10n_pt_apo.pt_taxo_150_m","False","","Ativos Fixos Tangíveis - Outros - Mercado Intracomunitário"
"chart_4373","4373","Ativos Fixos Tangíveis - Outros - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_274_s,l10n_pt_apo.pt_taxo_150_m","False","","Ativos Fixos Tangíveis - Outros - Mercado Extracomunitário"
"chart_4381","4381","Land and natural resources","asset_non_current","l10n_pt_apo.pt_taxo_275_s,l10n_pt_apo.pt_taxo_151_m","False","","Terrenos e recursos naturais"
"chart_4382","4382","Buildings and other constructions","asset_non_current","l10n_pt_apo.pt_taxo_276_s,l10n_pt_apo.pt_taxo_152_m","False","","Edifícios e outras construções"
"chart_4383","4383","Basic equipment","asset_non_current","l10n_pt_apo.pt_taxo_277_s,l10n_pt_apo.pt_taxo_153_m","False","","Equipamento básico"
"chart_4384","4384","Transport equipment","asset_non_current","l10n_pt_apo.pt_taxo_278_s,l10n_pt_apo.pt_taxo_154_m","False","","Equipamento de transporte"
"chart_4385","4385","Office equipment","asset_non_current","l10n_pt_apo.pt_taxo_279_s,l10n_pt_apo.pt_taxo_155_m","False","","Equipamento administrativo"
"chart_4386","4386","Biological equipment","asset_non_current","l10n_pt_apo.pt_taxo_280_s,l10n_pt_apo.pt_taxo_156_m","False","","Equipamentos biológicos"
"chart_4387","4387","Other tangible fixed assets","asset_non_current","l10n_pt_apo.pt_taxo_281_s,l10n_pt_apo.pt_taxo_157_m","False","","Outros ativos fixos tangíveis"
"chart_4391","4391","Land and natural resources","asset_non_current",,"False","","Terrenos e recursos naturais","True"
"chart_43911","43911","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Terrenos e Recursos Naturais","asset_non_current","l10n_pt_apo.pt_taxo_282_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Terrenos e Recursos Naturais"
"chart_43912","43912","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Edifícios e Outras Construções","asset_non_current","l10n_pt_apo.pt_taxo_282_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Edifícios e Outras Construções"
"chart_43913","43913","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Equipamento Básico","asset_non_current","l10n_pt_apo.pt_taxo_282_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Equipamento Básico"
"chart_43914","43914","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Equipamento de Transporte","asset_non_current","l10n_pt_apo.pt_taxo_282_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Equipamento de Transporte"
"chart_43915","43915","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Equipamento Administrativo","asset_non_current","l10n_pt_apo.pt_taxo_282_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Equipamento Administrativo"
"chart_43916","43916","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Equipamentos Biológicos","asset_non_current","l10n_pt_apo.pt_taxo_282_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Equipamentos Biológicos"
"chart_43917","43917","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Outros","asset_non_current","l10n_pt_apo.pt_taxo_282_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Aceite Fiscalmente - Outros"
"chart_4392","4392","Buildings and other constructions","asset_non_current",,"False","","Edifícios e outras construções","True"
"chart_43921","43921","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Terrenos e Recursos Naturais","asset_non_current","l10n_pt_apo.pt_taxo_283_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Terrenos e Recursos Naturais"
"chart_43922","43922","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Edifícios e Outras Construções","asset_non_current","l10n_pt_apo.pt_taxo_283_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Edifícios e Outras Construções"
"chart_43923","43923","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Equipamento Básico","asset_non_current","l10n_pt_apo.pt_taxo_283_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Equipamento Básico"
"chart_43924","43924","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Equipamento de Transporte","asset_non_current","l10n_pt_apo.pt_taxo_283_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Equipamento de Transporte"
"chart_43925","43925","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Equipamento Administrativo","asset_non_current","l10n_pt_apo.pt_taxo_283_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Equipamento Administrativo"
"chart_43926","43926","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Equipamentos Biológicos","asset_non_current","l10n_pt_apo.pt_taxo_283_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Equipamentos Biológicos"
"chart_43927","43927","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Outros","asset_non_current","l10n_pt_apo.pt_taxo_283_s,l10n_pt_apo.pt_taxo_157_m","False","","Ativos Fixos Tangíveis - PIA - Não Aceite Fiscalmente - Outros"
"chart_441","441","Goodwill","asset_non_current",,"False","","Goodwill","True"
"chart_4411","4411","Ativos Intangíveis - Goodwill - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_289_s,l10n_pt_apo.pt_taxo_158_m","False","","Ativos Intangíveis - Goodwill - Mercado Nacional"
"chart_4412","4412","Ativos Intangíveis - Goodwill - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_289_s,l10n_pt_apo.pt_taxo_158_m","False","","Ativos Intangíveis - Goodwill - Mercado Intracomunitário"
"chart_4413","4413","Ativos Intangíveis - Goodwill - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_289_s,l10n_pt_apo.pt_taxo_158_m","False","","Ativos Intangíveis - Goodwill - Mercado Extracomunitário"
"chart_442","442","Development projects","asset_non_current",,"False","","Projetos de desenvolvimento","True"
"chart_4421","4421","Ativos Intangíveis - Projetos de Desenvolvimento - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_290_s,l10n_pt_apo.pt_taxo_159_m","False","","Ativos Intangíveis - Projetos de Desenvolvimento - Mercado Nacional"
"chart_4422","4422","Ativos Intangíveis - Projetos de Desenvolvimento - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_290_s,l10n_pt_apo.pt_taxo_159_m","False","","Ativos Intangíveis - Projetos de Desenvolvimento - Mercado Intracomunitário"
"chart_4423","4423","Ativos Intangíveis - Projetos de Desenvolvimento - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_290_s,l10n_pt_apo.pt_taxo_159_m","False","","Ativos Intangíveis - Projetos de Desenvolvimento - Mercado Extracomunitário"
"chart_443","443","Computer programs","asset_non_current",,"False","","Programas de computador","True"
"chart_4431","4431","Ativos Intangíveis - Programas de Computador - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_291_s,l10n_pt_apo.pt_taxo_160_m","False","","Ativos Intangíveis - Programas de Computador - Mercado Nacional"
"chart_4432","4432","Ativos Intangíveis - Programas de Computador - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_291_s,l10n_pt_apo.pt_taxo_160_m","False","","Ativos Intangíveis - Programas de Computador - Mercado Intracomunitário"
"chart_4433","4433","Ativos Intangíveis - Programas de Computador - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_291_s,l10n_pt_apo.pt_taxo_160_m","False","","Ativos Intangíveis - Programas de Computador - Mercado Extracomunitário"
"chart_444","444","Industrial property","asset_non_current",,"False","","Propriedade industrial","True"
"chart_4441","4441","Ativos Intangíveis - Propriedade Industrial - Mercado Nacional","asset_non_current","l10n_pt_apo.pt_taxo_292_s,l10n_pt_apo.pt_taxo_161_m","False","","Ativos Intangíveis - Propriedade Industrial - Mercado Nacional"
"chart_4442","4442","Ativos Intangíveis - Propriedade Industrial - Mercado Intracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_292_s,l10n_pt_apo.pt_taxo_161_m","False","","Ativos Intangíveis - Propriedade Industrial - Mercado Intracomunitário"
"chart_4443","4443","Ativos Intangíveis - Propriedade Industrial - Mercado Extracomunitário","asset_non_current","l10n_pt_apo.pt_taxo_292_s,l10n_pt_apo.pt_taxo_161_m","False","","Ativos Intangíveis - Propriedade Industrial - Mercado Extracomunitário"
"chart_446","446","Other intangible assets","asset_non_current",,"False","","Outros ativos intangíveis","True"
"chart_4461","4461","Ativos Intangíveis - Outros - Mercado Nacional","asset_non_current","","False","","Ativos Intangíveis - Outros - Mercado Nacional"
"chart_4462","4462","Ativos Intangíveis - Outros - Mercado Intracomunitário","asset_non_current","","False","","Ativos Intangíveis - Outros - Mercado Intracomunitário"
"chart_4463","4463","Ativos Intangíveis - Outros - Mercado Extracomunitário","asset_non_current","","False","","Ativos Intangíveis - Outros - Mercado Extracomunitário"
"chart_4481","4481","Goodwill","asset_non_current","l10n_pt_apo.pt_taxo_294_s,l10n_pt_apo.pt_taxo_163_m","False","","Goodwill"
"chart_4482","4482","Development projects","asset_non_current","l10n_pt_apo.pt_taxo_295_s,l10n_pt_apo.pt_taxo_164_m","False","","Projetos de desenvolvimento"
"chart_4483","4483","Computer programs","asset_non_current","l10n_pt_apo.pt_taxo_296_s,l10n_pt_apo.pt_taxo_165_m","False","","Programas de computador"
"chart_4484","4484","Industrial property","asset_non_current","l10n_pt_apo.pt_taxo_297_s,l10n_pt_apo.pt_taxo_166_m","False","","Propriedade industrial"
"chart_4486","4486","Ativos Intangíveis - Depreciações Acumuladas - Outros","asset_non_current","l10n_pt_apo.pt_taxo_298_s,l10n_pt_apo.pt_taxo_167_m","False","","Ativos Intangíveis - Depreciações Acumuladas - Outros"
"chart_4491","4491","Goodwill","asset_non_current",,"False","","Goodwill","True"
"chart_44911","44911","Ativos Intangíveis - PIA - Aceite Fiscalmente - Goodwill","asset_non_current","l10n_pt_apo.pt_taxo_299_s,l10n_pt_apo.pt_taxo_167_m","False","","Ativos Intangíveis - PIA - Aceite Fiscalmente - Goodwill"
"chart_44912","44912","Ativos Intangíveis - PIA - Aceite Fiscalmente - Projetos de Desenvolvimento","asset_non_current","l10n_pt_apo.pt_taxo_299_s,l10n_pt_apo.pt_taxo_167_m","False","","Ativos Intangíveis - PIA - Aceite Fiscalmente - Projetos de Desenvolvimento"
"chart_44913","44913","Ativos Intangíveis - PIA - Aceite Fiscalmente - Programas de Computador","asset_non_current","l10n_pt_apo.pt_taxo_299_s,l10n_pt_apo.pt_taxo_167_m","False","","Ativos Intangíveis - PIA - Aceite Fiscalmente - Programas de Computador"
"chart_44914","44914","Ativos Intangíveis - PIA - Aceite Fiscalmente - Propriedade Industrial","asset_non_current","l10n_pt_apo.pt_taxo_299_s,l10n_pt_apo.pt_taxo_167_m","False","","Ativos Intangíveis - PIA - Aceite Fiscalmente - Propriedade Industrial"
"chart_44915","44915","Ativos Intangíveis - PIA - Aceite Fiscalmente - Outros","asset_non_current","l10n_pt_apo.pt_taxo_299_s,l10n_pt_apo.pt_taxo_167_m","False","","Ativos Intangíveis - PIA - Aceite Fiscalmente - Outros"
"chart_4492","4492","Development projects","asset_non_current",,"False","","Projetos de desenvolvimento","True"
"chart_44921","44921","Ativos Intangíveis - PIA - Não Aceite Fiscalmente - Goodwill","asset_non_current","l10n_pt_apo.pt_taxo_300_s,l10n_pt_apo.pt_taxo_167_m","False","","Ativos Intangíveis - PIA - Não Aceite Fiscalmente - Goodwill"
"chart_44922","44922","Ativos Intangíveis - PIA - Não Aceite Fiscalmente - Projetos de Desenvolvimento","asset_non_current","l10n_pt_apo.pt_taxo_300_s,l10n_pt_apo.pt_taxo_167_m","False","","Ativos Intangíveis - PIA - Não Aceite Fiscalmente - Projetos de Desenvolvimento"
"chart_44923","44923","Ativos Intangíveis - PIA - Não Aceite Fiscalmente - Programas de Computador","asset_non_current","l10n_pt_apo.pt_taxo_300_s,l10n_pt_apo.pt_taxo_167_m","False","","Ativos Intangíveis - PIA - Não Aceite Fiscalmente - Programas de Computador"
"chart_44924","44924","Ativos Intangíveis - PIA - Não Aceite Fiscalmente - Propriedade Industrial","asset_non_current","l10n_pt_apo.pt_taxo_300_s,l10n_pt_apo.pt_taxo_167_m","False","","Ativos Intangíveis - PIA - Não Aceite Fiscalmente - Propriedade Industrial"
"chart_44925","44925","Ativos Intangíveis - PIA - Não Aceite Fiscalmente - Outros","asset_non_current","l10n_pt_apo.pt_taxo_300_s,l10n_pt_apo.pt_taxo_167_m","False","","Ativos Intangíveis - PIA - Não Aceite Fiscalmente - Outros"
"chart_451","451","Financial investments ongoing","asset_non_current","l10n_pt_apo.pt_taxo_304_s,l10n_pt_apo.pt_taxo_168_m","False","","Investimentos financeiros em curso"
"chart_452","452","Investment properties in progress","asset_non_current","l10n_pt_apo.pt_taxo_305_s,l10n_pt_apo.pt_taxo_168_m","False","","Propriedades de investimento em curso"
"chart_453","453","Tangible fixed assets ongoing","asset_non_current","l10n_pt_apo.pt_taxo_306_s,l10n_pt_apo.pt_taxo_169_m","False","","Ativos fixos tangíveis em curso"
"chart_454","454","Intangible assets ongoing","asset_non_current","l10n_pt_apo.pt_taxo_307_s,l10n_pt_apo.pt_taxo_170_m","False","","Ativos intangíveis em curso"
"chart_4551","4551","Financial investments ongoing","asset_non_current","l10n_pt_apo.pt_taxo_308_s,l10n_pt_apo.pt_taxo_171_m","False","","Investimentos financeiros em curso"
"chart_4552","4552","Investment properties in progress","asset_non_current","l10n_pt_apo.pt_taxo_309_s,l10n_pt_apo.pt_taxo_172_m","False","","Propriedades de investimento em curso"
"chart_4553","4553","Tangible fixed assets ongoing","asset_non_current","l10n_pt_apo.pt_taxo_310_s,l10n_pt_apo.pt_taxo_173_m","False","","Ativos fixos tangíveis em curso"
"chart_4554","4554","Intangible assets ongoing","asset_non_current","l10n_pt_apo.pt_taxo_311_s,l10n_pt_apo.pt_taxo_173_m","False","","Ativos intangíveis em curso"
"chart_4591","4591","Financial investments ongoing","asset_non_current",,"False","","Investimentos financeiros em curso","True"
"chart_45911","45911","PIA - Aceite Fiscalmente - Investimentos Financeiros em Curso","asset_non_current","l10n_pt_apo.pt_taxo_312_s,l10n_pt_apo.pt_taxo_173_m","False","","PIA - Aceite Fiscalmente - Investimentos Financeiros em Curso"
"chart_45912","45912","PIA - Aceite Fiscalmente - Propriedades de Investimento em Curso","asset_non_current","l10n_pt_apo.pt_taxo_312_s,l10n_pt_apo.pt_taxo_173_m","False","","PIA - Aceite Fiscalmente - Propriedades de Investimento em Curso"
"chart_45913","45913","PIA - Aceite Fiscalmente - Ativos Fixos Tangíveis em Curso","asset_non_current","l10n_pt_apo.pt_taxo_312_s,l10n_pt_apo.pt_taxo_173_m","False","","PIA - Aceite Fiscalmente - Ativos Fixos Tangíveis em Curso"
"chart_45914","45914","PIA - Aceite Fiscalmente - Ativos Intangíveis em Curso","asset_non_current","l10n_pt_apo.pt_taxo_312_s,l10n_pt_apo.pt_taxo_173_m","False","","PIA - Aceite Fiscalmente - Ativos Intangíveis em Curso"
"chart_45915","45915","PIA - Aceite Fiscalmente - Adiantamentos em Investimentos Financeiros","asset_non_current","l10n_pt_apo.pt_taxo_312_s,l10n_pt_apo.pt_taxo_173_m","False","","PIA - Aceite Fiscalmente - Adiantamentos em Investimentos Financeiros"
"chart_45916","45916","PIA - Aceite Fiscalmente - Adiantamentos em Propriedades de Investimento","asset_non_current","l10n_pt_apo.pt_taxo_312_s,l10n_pt_apo.pt_taxo_173_m","False","","PIA - Aceite Fiscalmente - Adiantamentos em Propriedades de Investimento"
"chart_45917","45917","PIA - Aceite Fiscalmente - Adiantamentos em Ativos Fixos Tangíveis","asset_non_current","l10n_pt_apo.pt_taxo_312_s,l10n_pt_apo.pt_taxo_173_m","False","","PIA - Aceite Fiscalmente - Adiantamentos em Ativos Fixos Tangíveis"
"chart_45918","45918","PIA - Aceite Fiscalmente - Adiantamentos em Ativos Intangíveis","asset_non_current","l10n_pt_apo.pt_taxo_312_s,l10n_pt_apo.pt_taxo_173_m","False","","PIA - Aceite Fiscalmente - Adiantamentos em Ativos Intangíveis"
"chart_4592","4592","Investment properties in progress","asset_non_current",,"False","","Propriedades de investimento em curso","True"
"chart_45921","45921","PIA - Não Aceite Fiscalmente - Investimentos Financeiros em Curso","asset_non_current","l10n_pt_apo.pt_taxo_313_s,l10n_pt_apo.pt_taxo_173_m","False","","PIA - Não Aceite Fiscalmente - Investimentos Financeiros em Curso"
