"id","code","name","account_type","taxonomy_ids","reconcile","non_trade","name@pt","deprecated"
"chart_62263312","62263312","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (2,5%) - IVA não dedutível","expense","l10n_pt_apo.pt_taxo_362_s,l10n_pt_apo.pt_taxo_191_m","False","","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (2,5%) - IVA não dedutível"
"chart_62263321","62263321","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (7,5%) - Base Tributável","expense","l10n_pt_apo.pt_taxo_362_s,l10n_pt_apo.pt_taxo_191_m","False","","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (7,5%) - Base Tributável"
"chart_62263322","62263322","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (7,5%) - IVA não dedutível","expense","l10n_pt_apo.pt_taxo_362_s,l10n_pt_apo.pt_taxo_191_m","False","","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (7,5%) - IVA não dedutível"
"chart_62263331","62263331","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (15%) - Base Tributável","expense","l10n_pt_apo.pt_taxo_362_s,l10n_pt_apo.pt_taxo_191_m","False","","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (15%) - Base Tributável"
"chart_62263332","62263332","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (15%) - IVA não dedutível","expense","l10n_pt_apo.pt_taxo_362_s,l10n_pt_apo.pt_taxo_191_m","False","","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (15%) - IVA não dedutível"
"chart_62263341","62263341","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (0%) - Base Tributável","expense","l10n_pt_apo.pt_taxo_362_s,l10n_pt_apo.pt_taxo_191_m","False","","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (0%) - Base Tributável"
"chart_62263342","62263342","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (0%) - IVA não dedutível","expense","l10n_pt_apo.pt_taxo_362_s,l10n_pt_apo.pt_taxo_191_m","False","","Conservação e Reparação - Mercado Extracomunitário - GPL ou GNV  - Sujeito a TA (0%) - IVA não dedutível"
"chart_62263411","62263411","Conservação e Reparação - Mercado Extracomunitário - Energia Elétrica - Sujeito a TA (10%) - Base Tributável","expense","l10n_pt_apo.pt_taxo_362_s,l10n_pt_apo.pt_taxo_191_m","False","","Conservação e Reparação - Mercado Extracomunitário - Energia Elétrica - Sujeito a TA (10%) - Base Tributável"
"chart_62263412","62263412","Conservação e Reparação - Mercado Extracomunitário - Energia Elétrica - Sujeito a TA (10%) - IVA não dedutível","expense","l10n_pt_apo.pt_taxo_362_s,l10n_pt_apo.pt_taxo_191_m","False","","Conservação e Reparação - Mercado Extracomunitário - Energia Elétrica - Sujeito a TA (10%) - IVA não dedutível"
"chart_62263421","62263421","Conservação e Reparação - Mercado Extracomunitário - Energia Elétrica - Sujeito a TA (0%) - Base Tributável","expense","l10n_pt_apo.pt_taxo_362_s,l10n_pt_apo.pt_taxo_191_m","False","","Conservação e Reparação - Mercado Extracomunitário - Energia Elétrica - Sujeito a TA (0%) - Base Tributável"
"chart_62263422","62263422","Conservação e Reparação - Mercado Extracomunitário - Energia Elétrica - Sujeito a TA (0%) - IVA não dedutível","expense","l10n_pt_apo.pt_taxo_362_s,l10n_pt_apo.pt_taxo_191_m","False","","Conservação e Reparação - Mercado Extracomunitário - Energia Elétrica - Sujeito a TA (0%) - IVA não dedutível"
"chart_6228","6228","Others","expense",,"False","","Outros","True"
"chart_62281","62281","Outros Serviços - Mercado Nacional","expense","l10n_pt_apo.pt_taxo_191_m","False","","Outros Serviços - Mercado Nacional"
"chart_62282","62282","Outros Serviços -Mercado Intracomunitário","expense","l10n_pt_apo.pt_taxo_191_m","False","","Outros Serviços -Mercado Intracomunitário"
"chart_62283","62283","Outros Serviços - Mercado Extracomunitário","expense","l10n_pt_apo.pt_taxo_191_m","False","","Outros Serviços - Mercado Extracomunitário"
"chart_6231","6231","Quick wear tools and utensils","expense",,"False","","Ferramentas e utensílios de desgaste rápido","True"
"chart_62311","62311","Ferramentas e Utensílios de Desgaste Rápido - Mercado Nacional","expense","l10n_pt_apo.pt_taxo_364_s,l10n_pt_apo.pt_taxo_192_m","False","","Ferramentas e Utensílios de Desgaste Rápido - Mercado Nacional"
"chart_62312","62312","Ferramentas e Utensílios de Desgaste Rápido - Mercado Intracomunitário","expense","l10n_pt_apo.pt_taxo_364_s,l10n_pt_apo.pt_taxo_192_m","False","","Ferramentas e Utensílios de Desgaste Rápido - Mercado Intracomunitário"
"chart_62313","62313","Ferramentas e Utensílios de Desgaste Rápido - Mercado Extracomunitário","expense","l10n_pt_apo.pt_taxo_364_s,l10n_pt_apo.pt_taxo_192_m","False","","Ferramentas e Utensílios de Desgaste Rápido - Mercado Extracomunitário"
"chart_6232","6232","Books and technical documentation","expense",,"False","","Livros e documentação técnica","True"
"chart_62321","62321","Livros e Documentação Técnica - Mercado Nacional","expense","l10n_pt_apo.pt_taxo_365_s,l10n_pt_apo.pt_taxo_192_m","False","","Livros e Documentação Técnica - Mercado Nacional"
"chart_62322","62322","Livros e Documentação Técnica - Mercado Intracomunitário","expense","l10n_pt_apo.pt_taxo_365_s,l10n_pt_apo.pt_taxo_192_m","False","","Livros e Documentação Técnica - Mercado Intracomunitário"
"chart_62323","62323","Livros e Documentação Técnica - Mercado Extracomunitário","expense","l10n_pt_apo.pt_taxo_365_s,l10n_pt_apo.pt_taxo_192_m","False","","Livros e Documentação Técnica - Mercado Extracomunitário"
"chart_6233","6233","Office supplies","expense",,"False","","Material de escritório","True"
"chart_62331","62331","Material de Escritório - Mercado Nacional","expense","l10n_pt_apo.pt_taxo_366_s,l10n_pt_apo.pt_taxo_192_m","False","","Material de Escritório - Mercado Nacional"
"chart_62332","62332","Material de Escritório - Mercado Intracomunitário","expense","l10n_pt_apo.pt_taxo_366_s,l10n_pt_apo.pt_taxo_192_m","False","","Material de Escritório - Mercado Intracomunitário"
"chart_62333","62333","Material de Escritório - Mercado Extracomunitário","expense","l10n_pt_apo.pt_taxo_366_s,l10n_pt_apo.pt_taxo_192_m","False","","Material de Escritório - Mercado Extracomunitário"
"chart_6234","6234","Things on sale","expense",,"False","","Artigos para oferta","True"
"chart_62341","62341","Artigos para Oferta - Mercado Nacional","expense","l10n_pt_apo.pt_taxo_367_s,l10n_pt_apo.pt_taxo_192_m","False","","Artigos para Oferta - Mercado Nacional"
"chart_62342","62342","Artigos para Oferta - Mercado Intracomunitário","expense","l10n_pt_apo.pt_taxo_367_s,l10n_pt_apo.pt_taxo_192_m","False","","Artigos para Oferta - Mercado Intracomunitário"
"chart_62343","62343","Artigos para Oferta - Mercado Extracomunitário","expense","l10n_pt_apo.pt_taxo_367_s,l10n_pt_apo.pt_taxo_192_m","False","","Artigos para Oferta - Mercado Extracomunitário"
"chart_6238","6238","Others","expense",,"False","","Outros","True"
"chart_62381","62381","Outros Materiais - Mercado Nacional","expense","l10n_pt_apo.pt_taxo_192_m","False","","Outros Materiais - Mercado Nacional"
"chart_62382","62382","Outros Materiais - Mercado Intracomunitário","expense","l10n_pt_apo.pt_taxo_192_m","False","","Outros Materiais - Mercado Intracomunitário"
"chart_62383","62383","Outros Materiais - Mercado Extracomunitário","expense","l10n_pt_apo.pt_taxo_192_m","False","","Outros Materiais - Mercado Extracomunitário"
"chart_6241","6241","Electricity","expense",,"False","","Eletricidade","True"
"chart_62411","62411","Energia - Mercado Nacional","expense","l10n_pt_apo.pt_taxo_369_s,l10n_pt_apo.pt_taxo_193_m","False","","Energia - Mercado Nacional"
"chart_62412","62412","Energia - Mercado Intracomunitário","expense","l10n_pt_apo.pt_taxo_369_s,l10n_pt_apo.pt_taxo_193_m","False","","Energia - Mercado Intracomunitário"
"chart_62413","62413","Energia - Mercado Extracomunitário","expense","l10n_pt_apo.pt_taxo_369_s,l10n_pt_apo.pt_taxo_193_m","False","","Energia - Mercado Extracomunitário"
"chart_6242","6242","Fuels","expense",,"False","","Combustíveis","True"
"chart_624211111","624211111","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (8%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (8%) - Gasolina - Base Tributável"
"chart_624211112","624211112","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (8%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (8%) - Gasolina - IVA não dedutível (100%)"
"chart_624211121","624211121","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (8%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (8%) - Gasóleo - Base Tributável"
"chart_624211122","624211122","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (8%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (8%) - Gasóleo - IVA não dedutível (50%)"
"chart_624211211","624211211","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (25%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (25%) - Gasolina - Base Tributável"
"chart_624211212","624211212","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (25%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (25%) - Gasolina - IVA não dedutível (100%)"
"chart_624211221","624211221","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (25%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (25%) - Gasóleo - Base Tributável"
"chart_624211222","624211222","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (25%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (25%) - Gasóleo - IVA não dedutível (50%)"
"chart_624211311","624211311","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (32%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (32%) - Gasolina - Base Tributável"
"chart_624211312","624211312","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (32%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (32%) - Gasolina - IVA não dedutível (100%)"
"chart_624211321","624211321","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (32%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (32%) - Gasóleo - Base Tributável"
"chart_624211322","624211322","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (32%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (32%) - Gasóleo - IVA não dedutível (50%)"
"chart_624211411","624211411","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (0%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (0%) - Gasolina - Base Tributável"
"chart_624211412","624211412","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (0%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (0%) - Gasolina - IVA não dedutível (100%)"
"chart_624211421","624211421","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (0%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (0%) - Gasóleo - Base Tributável"
"chart_624211422","624211422","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (0%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPM - Sujeito a TA (0%) - Gasóleo - IVA não dedutível (50%)"
"chart_624212111","624212111","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (2,5%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (2,5%) - Gasolina - Base Tributável"
"chart_624212112","624212112","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (2,5%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (2,5%) - Gasolina - IVA não dedutível (100%)"
"chart_624212121","624212121","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (2,5%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (2,5%) - Gasóleo - Base Tributável"
"chart_624212122","624212122","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (2,5%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (2,5%) - Gasóleo - IVA não dedutível (50%)"
"chart_624212211","624212211","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (7,5%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (7,5%) - Gasolina - Base Tributável"
"chart_624212212","624212212","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (7,5%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (7,5%) - Gasolina - IVA não dedutível (100%)"
"chart_624212221","624212221","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (7,5%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (7,5%) - Gasóleo - Base Tributável"
"chart_624212222","624212222","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (7,5%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (7,5%) - Gasóleo - IVA não dedutível (50%)"
"chart_624212311","624212311","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (15%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (15%) - Gasolina - Base Tributável"
"chart_624212312","624212312","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (15%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (15%) - Gasolina - IVA não dedutível (100%)"
"chart_624212321","624212321","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (15%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (15%) - Gasóleo - Base Tributável"
"chart_624212322","624212322","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (15%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (15%) - Gasóleo - IVA não dedutível (50%)"
"chart_624212411","624212411","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (0%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (0%) - Gasolina - Base Tributável"
"chart_624212412","624212412","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (0%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (0%) - Gasolina - IVA não dedutível (100%)"
"chart_624212421","624212421","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (0%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (0%) - Gasóleo - Base Tributável"
"chart_624212422","624212422","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (0%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - VLPHP - Sujeito a TA (0%) - Gasóleo - IVA não dedutível (50%)"
"chart_624213111","624213111","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (2,5%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (2,5%) - Gasolina - Base Tributável"
"chart_624213112","624213112","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (2,5%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (2,5%) - Gasolina - IVA não dedutível (100%)"
"chart_624213121","624213121","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (2,5%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (2,5%) - Gasóleo - Base Tributável"
"chart_624213122","624213122","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (2,5%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (2,5%) - Gasóleo - IVA não dedutível (50%)"
"chart_624213211","624213211","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (7,5%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (7,5%) - Gasolina - Base Tributável"
"chart_624213212","624213212","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (7,5%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (7,5%) - Gasolina - IVA não dedutível (100%)"
"chart_624213221","624213221","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (7,5%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (7,5%) - Gasóleo - Base Tributável"
"chart_624213222","624213222","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (7,5%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (7,5%) - Gasóleo - IVA não dedutível (50%)"
"chart_624213311","624213311","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (15%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (15%) - Gasolina - Base Tributável"
"chart_624213312","624213312","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (15%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (15%) - Gasolina - IVA não dedutível (100%)"
"chart_624213321","624213321","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (15%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (15%) - Gasóleo - Base Tributável"
"chart_624213322","624213322","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (15%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (15%) - Gasóleo - IVA não dedutível (50%)"
"chart_624213411","624213411","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (0%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (0%) - Gasolina - Base Tributável"
"chart_624213412","624213412","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (0%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (0%) - Gasolina - IVA não dedutível (100%)"
"chart_624213421","624213421","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (0%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (0%) - Gasóleo - Base Tributável"
"chart_624213422","624213422","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (0%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - GPL ou GNV - Sujeito a TA (0%) - Gasóleo - IVA não dedutível (50%)"
"chart_62421411","62421411","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (10%) - Ano de Aquisição 2015 a 2023","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (10%) - Ano de Aquisição 2015 a 2023"
"chart_62421412","62421412","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (10%) - Ano de Aquisição 2012 a 2014","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (10%) - Ano de Aquisição 2012 a 2014"
"chart_62421413","62421413","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (10%) - Ano de Aquisição 2011","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (10%) - Ano de Aquisição 2011"
"chart_62421414","62421414","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (10%) - Ano de Aquisição 2010","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (10%) - Ano de Aquisição 2010"
"chart_62421415","62421415","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (10%) - Ano de Aquisição 2009","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (10%) - Ano de Aquisição 2009"
"chart_6242142","6242142","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (0%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Nacional - Energia Elétrica - Sujeito a TA (0%)"
"chart_624221111","624221111","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (8%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (8%) - Gasolina - Base Tributável"
"chart_624221112","624221112","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (8%) - Gasolina - IVA não dedutível (100%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (8%) - Gasolina - IVA não dedutível (100%)"
"chart_624221121","624221121","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (8%) - Gasóleo - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (8%) - Gasóleo - Base Tributável"
"chart_624221122","624221122","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (8%) - Gasóleo - IVA não dedutível (50%)","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (8%) - Gasóleo - IVA não dedutível (50%)"
"chart_624221211","624221211","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (25%) - Gasolina - Base Tributável","expense","l10n_pt_apo.pt_taxo_370_s,l10n_pt_apo.pt_taxo_193_m","False","","Combustíveis - Mercado Intracomunitário - VLPM - Sujeito a TA (25%) - Gasolina - Base Tributável"
