id,code_prefix_start,name,name@pt
chart_group_62611142,62611142,Rendas e Alugueres - Mercado Nacional - Viaturas - Energia Elétrica,Rendas e Alugueres - Mercado Nacional - Viaturas - Energia Elétrica
chart_group_62612,62612,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM
chart_group_626121,626121,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM
chart_group_6261211,6261211,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM
chart_group_62612111,62612111,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM
chart_group_62612112,62612112,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM
chart_group_62612113,62612113,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM
chart_group_62612114,62612114,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPM
chart_group_6261212,6261212,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP
chart_group_62612121,62612121,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP
chart_group_62612122,62612122,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP
chart_group_62612123,62612123,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP
chart_group_62612124,62612124,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - LPHP
