id,code_prefix_start,name,name@pt
chart_group_6261213,6261213,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV
chart_group_62612131,62612131,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV
chart_group_62612132,62612132,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV
chart_group_62612133,62612133,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV
chart_group_62612134,62612134,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - GPL ou GNV
chart_group_6261214,6261214,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Energia Elétrica,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Energia Elétrica
chart_group_62612141,62612141,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Energia Elétrica,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Energia Elétrica
chart_group_62612142,62612142,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Energia Elétrica,Rendas e Alugueres - Mercado Intracomunitário - Viaturas - Energia Elétrica
chart_group_62613,62613,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM
chart_group_626131,626131,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM
chart_group_6261311,6261311,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM
chart_group_62613111,62613111,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM
chart_group_62613112,62613112,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM
chart_group_62613113,62613113,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM
chart_group_62613114,62613114,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPM
chart_group_6261312,6261312,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP
chart_group_62613121,62613121,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP
chart_group_62613122,62613122,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP
chart_group_62613123,62613123,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP
chart_group_62613124,62613124,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - LPHP
chart_group_6261313,6261313,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV
chart_group_62613131,62613131,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV
chart_group_62613132,62613132,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV
chart_group_62613133,62613133,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV
chart_group_62613134,62613134,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - GPL ou GNV
chart_group_6261314,6261314,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Energia Elétrica,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Energia Elétrica
chart_group_62613141,62613141,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Energia Elétrica,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Energia Elétrica
chart_group_62613142,62613142,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Energia Elétrica,Rendas e Alugueres - Mercado Extracomunitário - Viaturas - Energia Elétrica
chart_group_6262,6262,Comunicação,Comunicação
chart_group_6263,6263,Seguros - Mercado Nacional - Autómovel,Seguros - Mercado Nacional - Autómovel
chart_group_62631,62631,Seguros - Mercado Nacional - Autómovel,Seguros - Mercado Nacional - Autómovel
chart_group_626311,626311,Seguros - Mercado Nacional - Autómovel,Seguros - Mercado Nacional - Autómovel
chart_group_6263111,6263111,Seguros - Mercado Nacional - Autómovel,Seguros - Mercado Nacional - Autómovel
chart_group_6263112,6263112,Seguros - Mercado Nacional - Autómovel,Seguros - Mercado Nacional - Autómovel
chart_group_6263113,6263113,Seguros - Mercado Nacional - Autómovel,Seguros - Mercado Nacional - Autómovel
chart_group_6263114,6263114,Seguros - Mercado Nacional - Autómovel,Seguros - Mercado Nacional - Autómovel
chart_group_62632,62632,Seguros - Mercado Intracomunitário - Autómovel,Seguros - Mercado Intracomunitário - Autómovel
chart_group_626321,626321,Seguros - Mercado Intracomunitário - Autómovel,Seguros - Mercado Intracomunitário - Autómovel
chart_group_6263211,6263211,Seguros - Mercado Intracomunitário - Autómovel,Seguros - Mercado Intracomunitário - Autómovel
chart_group_6263212,6263212,Seguros - Mercado Intracomunitário - Autómovel,Seguros - Mercado Intracomunitário - Autómovel
chart_group_6263213,6263213,Seguros - Mercado Intracomunitário - Autómovel,Seguros - Mercado Intracomunitário - Autómovel
chart_group_6263214,6263214,Seguros - Mercado Intracomunitário - Autómovel,Seguros - Mercado Intracomunitário - Autómovel
chart_group_62633,62633,Seguros - Mercado Extracomunitário - Autómovel,Seguros - Mercado Extracomunitário - Autómovel
chart_group_626331,626331,Seguros - Mercado Extracomunitário - Autómovel,Seguros - Mercado Extracomunitário - Autómovel
chart_group_6263311,6263311,Seguros - Mercado Extracomunitário - Autómovel,Seguros - Mercado Extracomunitário - Autómovel
chart_group_6263312,6263312,Seguros - Mercado Extracomunitário - Autómovel,Seguros - Mercado Extracomunitário - Autómovel
chart_group_6263313,6263313,Seguros - Mercado Extracomunitário - Autómovel,Seguros - Mercado Extracomunitário - Autómovel
chart_group_6263314,6263314,Seguros - Mercado Extracomunitário - Autómovel,Seguros - Mercado Extracomunitário - Autómovel
chart_group_6264,6264,Royalties,Royalties
chart_group_6265,6265,Cotencioso e Notariado,Cotencioso e Notariado
chart_group_6266,6266,Despesas de Representação - Mercado Nacional,Despesas de Representação - Mercado Nacional
chart_group_62661,62661,Despesas de Representação - Mercado Nacional,Despesas de Representação - Mercado Nacional
chart_group_626611,626611,Despesas de Representação - Mercado Nacional,Despesas de Representação - Mercado Nacional
chart_group_62662,62662,Despesas de Representação - Mercado Intracomunitário,Despesas de Representação - Mercado Intracomunitário
chart_group_626621,626621,Despesas de Representação - Mercado Intracomunitário,Despesas de Representação - Mercado Intracomunitário
chart_group_62663,62663,Despesas de Representação - Mercado Extracomunitário,Despesas de Representação - Mercado Extracomunitário
chart_group_626631,626631,Despesas de Representação - Mercado Extracomunitário,Despesas de Representação - Mercado Extracomunitário
chart_group_6267,6267,"Limpeza, Higiene e Conforto","Limpeza, Higiene e Conforto"
chart_group_6268,6268,Outros Serviços,Outros Serviços
chart_group_63,63,Staff spending,Gastos com o pessoal
chart_group_631,631,Ajudas de Custo - Gerência,Ajudas de Custo - Gerência
chart_group_6318,6318,Ajudas de Custo - Gerência,Ajudas de Custo - Gerência
chart_group_63182,63182,Ajudas de Custo - Gerência,Ajudas de Custo - Gerência
chart_group_632,632,Ajudas de Custo - Pessoal,Ajudas de Custo - Pessoal
chart_group_6328,6328,Ajudas de Custo - Pessoal,Ajudas de Custo - Pessoal
chart_group_63282,63282,Ajudas de Custo - Pessoal,Ajudas de Custo - Pessoal
chart_group_633,633,Post-employment benefits,Benefícios pós-emprego
chart_group_64,64,Depreciation and amortization expenses,Gastos de depreciação e de amortização
chart_group_641,641,Investment properties,Propriedades de investimento
chart_group_642,642,Tangible fixed assets,Ativos fixos tangíveis
chart_group_6424,6424,Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte,Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte
chart_group_64241,64241,Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte,Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte
chart_group_64242,64242,Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte,Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte
chart_group_64243,64243,Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte,Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte
chart_group_64244,64244,Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte,Gastos de Depreciação e de Amortização - Ativos Fixos Tangíveis - Equipamento de Transporte
chart_group_643,643,Intangible assets,Ativos intangíveis
chart_group_65,65,Impairment losses,Perdas por imparidade
chart_group_651,651,In debt receivable,Em dívidas a receber
chart_group_652,652,In inventory,Em inventários
chart_group_6526,6526,Perdas por Imparidade,Perdas por Imparidade
chart_group_653,653,In financial investments,Em investimentos financeiros
chart_group_654,654,In investment properties,Em propriedades de investimento
chart_group_655,655,In tangible fixed assets,Em ativos fixos tangíveis
chart_group_656,656,In intangible assets,Em ativos intangíveis
chart_group_657,657,In investments in progress,Em investimentos em curso
chart_group_6575,6575,Advances on account of investments,Adiantamentos por conta de investimentos
chart_group_658,658,In non-current assets held for sale,Em ativos não correntes detidos para venda
chart_group_66,66,Losses due to reductions in fair value,Perdas por reduções de justo valor
chart_group_662,662,Participações de capital,Participações de capital
chart_group_663,663,In investment properties,Em propriedades de investimento
chart_group_664,664,In biological assets,Em ativos biológicos
chart_group_67,67,Provisions of the period,Provisões do período
chart_group_68,68,Other expenses,Outros gastos
chart_group_681,681,Taxes,Impostos
chart_group_6812,6812,Outros Gastos - Impostos Indiretos - IUC,Outros Gastos - Impostos Indiretos - IUC
chart_group_68124,68124,Outros Gastos - Impostos Indiretos - IUC,Outros Gastos - Impostos Indiretos - IUC
chart_group_681241,681241,Outros Gastos - Impostos Indiretos - IUC,Outros Gastos - Impostos Indiretos - IUC
chart_group_681242,681242,Outros Gastos - Impostos Indiretos - IUC,Outros Gastos - Impostos Indiretos - IUC
chart_group_681243,681243,Outros Gastos - Impostos Indiretos - IUC,Outros Gastos - Impostos Indiretos - IUC
chart_group_681244,681244,Outros Gastos - Impostos Indiretos - IUC,Outros Gastos - Impostos Indiretos - IUC
chart_group_684,684,Inventory losses,Perdas em inventários
chart_group_685,685,Cobertura de prejuízos,Cobertura de prejuízos
chart_group_686,686,Expenses on remaining financial investments,Gastos nos restantes investimentos financeiros
chart_group_687,687,Expenses on non-financial investments,Gastos em investimentos não financeiros
chart_group_688,688,Others,Outros
chart_group_6882,6882,Donativos - Considerados como Custo Fiscal,Donativos - Considerados como Custo Fiscal
chart_group_68821,68821,Donativos - Considerados como Custo Fiscal,Donativos - Considerados como Custo Fiscal
chart_group_688211,688211,Donativos - Considerados como Custo Fiscal,Donativos - Considerados como Custo Fiscal
chart_group_6888,6888,Gastos Não Consideradas Custos Fiscais - Despesas Não Documentadas,Gastos Não Consideradas Custos Fiscais - Despesas Não Documentadas
chart_group_68882,68882,Gastos Não Consideradas Custos Fiscais - Despesas Não Documentadas,Gastos Não Consideradas Custos Fiscais - Despesas Não Documentadas
chart_group_688821,688821,Gastos Não Consideradas Custos Fiscais - Despesas Não Documentadas,Gastos Não Consideradas Custos Fiscais - Despesas Não Documentadas
chart_group_68883,68883,Multas e Penalidades,Multas e Penalidades
chart_group_69,69,Financing expenses,Gastos de financiamento
chart_group_691,691,Supported interests,Juros suportados
chart_group_6911,6911,Gastos de Financiamento - Juros Suportados - Juros de Leasing,Gastos de Financiamento - Juros Suportados - Juros de Leasing
chart_group_69112,69112,Gastos de Financiamento - Juros Suportados - Juros de Leasing,Gastos de Financiamento - Juros Suportados - Juros de Leasing
chart_group_691121,691121,Gastos de Financiamento - Juros Suportados - Juros de Leasing,Gastos de Financiamento - Juros Suportados - Juros de Leasing
chart_group_691122,691122,Gastos de Financiamento - Juros Suportados - Juros de Leasing,Gastos de Financiamento - Juros Suportados - Juros de Leasing
chart_group_691123,691123,Gastos de Financiamento - Juros Suportados - Juros de Leasing,Gastos de Financiamento - Juros Suportados - Juros de Leasing
chart_group_691124,691124,Gastos de Financiamento - Juros Suportados - Juros de Leasing,Gastos de Financiamento - Juros Suportados - Juros de Leasing
chart_group_692,692,Unfavorable exchange rate differences,Diferenças de câmbio desfavoráveis
chart_group_698,698,Other financing expenses,Outros gastos de financiamento
chart_group_7,7,Income,Rendimentos
chart_group_71,71,Sales,Vendas
chart_group_711,711,Sales,Vendas
chart_group_712,712,Sales,Vendas
chart_group_713,713,Sales,Vendas
chart_group_714,714,Sales,Vendas
chart_group_717,717,Devolução de Vendas,Devolução de Vendas
chart_group_7171,7171,Devolução de Vendas,Devolução de Vendas
chart_group_7172,7172,Devolução de Vendas,Devolução de Vendas
chart_group_7173,7173,Devolução de Vendas,Devolução de Vendas
chart_group_7174,7174,Devolução de Vendas,Devolução de Vendas
chart_group_718,718,Descontos e Abatimentos em Vendas,Descontos e Abatimentos em Vendas
chart_group_7181,7181,Descontos e Abatimentos em Vendas,Descontos e Abatimentos em Vendas
chart_group_7182,7182,Descontos e Abatimentos em Vendas,Descontos e Abatimentos em Vendas
chart_group_7183,7183,Descontos e Abatimentos em Vendas,Descontos e Abatimentos em Vendas
chart_group_7184,7184,Descontos e Abatimentos em Vendas,Descontos e Abatimentos em Vendas
chart_group_72,72,Services,Prestações de serviços
chart_group_721,721,Prestações de Serviços,Prestações de Serviços
chart_group_722,722,Prestações de Serviços,Prestações de Serviços
chart_group_725,725,Prestações de Serviços,Prestações de Serviços
chart_group_727,727,Devolução de Prestações de Serviço,Devolução de Prestações de Serviço
chart_group_7271,7271,Devolução de Prestações de Serviço,Devolução de Prestações de Serviço
chart_group_7272,7272,Devolução de Prestações de Serviço,Devolução de Prestações de Serviço
chart_group_7275,7275,Devolução de Prestações de Serviço,Devolução de Prestações de Serviço
chart_group_728,728,Descontos e Abatimentos,Descontos e Abatimentos
chart_group_7281,7281,Descontos e Abatimentos,Descontos e Abatimentos
chart_group_7282,7282,Descontos e Abatimentos,Descontos e Abatimentos
chart_group_7283,7283,Descontos e Abatimentos,Descontos e Abatimentos
chart_group_73,73,Variations in production inventories,Variações nos inventários da produção
chart_group_74,74,Work for the entity itself,Trabalhos para a própria entidade
chart_group_75,75,Exploration subsidies,Subsídios à exploração
chart_group_76,76,Reversals,Reversões
chart_group_761,761,Depreciation and amortization,De depreciações e de amortizações
chart_group_7611,7611,Investment properties,Propriedades de investimento
chart_group_7612,7612,Tangible fixed assets,Ativos fixos tangíveis
chart_group_7613,7613,Intangible assets,Ativos intangíveis
chart_group_7614,7614,Biological assets,Ativos biológicos
chart_group_7615,7615,Financial investments,Investimentos Financeiros
chart_group_762,762,Impairment losses,Perdas por imparidade
chart_group_7621,7621,In debt receivable,Em dívidas a receber
chart_group_7622,7622,In inventory,Em inventários
chart_group_76226,76226,Reversals,Reversões
chart_group_7623,7623,In financial investments,Em investimentos financeiros
chart_group_7624,7624,In investment properties,Em propriedades de investimento
chart_group_7625,7625,In tangible fixed assets,Em ativos fixos tangíveis
chart_group_7626,7626,In intangible assets,Em ativos intangíveis
chart_group_7627,7627,In investements in progress,Em investimentos em curso
chart_group_76275,76275,Advances on account of investments,Adiantamentos por conta de investimentos
chart_group_7628,7628,In non-current assets held for sale,Em ativos não correntes detidos para venda
chart_group_763,763,Provisions,Provisões
chart_group_77,77,Gains for fair value increases,Ganhos por aumentos de justo valor
chart_group_772,772,In financial investments,Em investimentos financeiros
chart_group_773,773,In investment properties,Em propriedades de investimento
chart_group_774,774,In biological assets,Em ativos biológicos
chart_group_78,78,Other income,Outros rendimentos
chart_group_781,781,Supplementary income,Rendimentos suplementares
chart_group_7811,7811,Outros Rendimentos Suplementares,Outros Rendimentos Suplementares
chart_group_7812,7812,Outros Rendimentos Suplementares,Outros Rendimentos Suplementares
chart_group_7813,7813,Outros Rendimentos Suplementares,Outros Rendimentos Suplementares
chart_group_7814,7814,Outros Rendimentos Suplementares,Outros Rendimentos Suplementares
chart_group_7815,7815,Outros Rendimentos Suplementares,Outros Rendimentos Suplementares
chart_group_7816,7816,Outros Rendimentos Suplementares,Outros Rendimentos Suplementares
chart_group_784,784,Inventory gains,Ganhos em inventários
chart_group_785,785,Aplicação do método da equivalência patrimonial,Aplicação do método da equivalência patrimonial
chart_group_786,786,Income in the remaining financial assets,Rendimentos nos restantes ativos financeiros
chart_group_787,787,Income in non-financial investments,Rendimentos em investimentos não financeiros
chart_group_788,788,Others,Outros
chart_group_7888,7888,Outros não especificados,Outros não especificados
chart_group_79,79,"Interest, dividends and other similar income","Juros, dividendos e outros rendimentos similares"
chart_group_791,791,Interest obtained,Juros obtidos
chart_group_792,792,Dividends obtained,Dividendos obtidos
chart_group_8,8,Results,Resultados
chart_group_81,81,Net result of the period,Resultado líquido do período
chart_group_812,812,Tax over the period's income,Imposto sobre o rendimento do período
chart_group_89,89,Early dividends,Dividendos antecipados
